"IDan","Group","Gender","GenderF","Merkel","Sudety","Education","Education123","PrePANASpn","PrePANASp","PrePANASn","PostPANASpn","PostPANASp","PostPANASn","DelPANASpn","DelPANASp","DelPANASn","Post_PrePANASpn","Post_PrePANASp","Post_PrePANASn","Del_PostPANASpn","Del_PostPANASp","Del_PostPANASn","PreMacro","PostMacro","DelMacro","Post_PreMacro","Del_PostMacro","PreMicro","PreMicro_p","PreMicro_n","PostMicro","PostMicro_p","PostMicro_n","DelMicro","DelMicro_p","DelMicro_n","Post_PreMicro","Post_PreMicro_p","Post_PreMicro_n","Del_PostMicro","Del_PostMicro_p","Del_PostMicro_n","PreIATeffect","PostIATeffect","DelIATeffect","Post_PreIATeffect","Del_PostIATeffect","PrePANAS_01","PrePANAS_02","PrePANAS_03","PrePANAS_04","PrePANAS_05","PrePANAS_06","PrePANAS_07","PrePANAS_08","PrePANAS_09","PrePANAS_10","PrePANAS_11","PrePANAS_12","PrePANAS_13","PrePANAS_14","PrePANAS_15","PrePANAS_16","PrePANAS_17","PrePANAS_18","PrePANAS_19","PrePANAS_20","PostPANAS_01","PostPANAS_02","PostPANAS_03","PostPANAS_04","PostPANAS_05","PostPANAS_06","PostPANAS_07","PostPANAS_08","PostPANAS_09","PostPANAS_10","PostPANAS_11","PostPANAS_12","PostPANAS_13","PostPANAS_14","PostPANAS_15","PostPANAS_16","PostPANAS_17","PostPANAS_18","PostPANAS_19","PostPANAS_20","DelPANAS_01","DelPANAS_02","DelPANAS_03","DelPANAS_04","DelPANAS_05","DelPANAS_06","DelPANAS_07","DelPANAS_08","DelPANAS_09","DelPANAS_10","DelPANAS_11","DelPANAS_12","DelPANAS_13","DelPANAS_14","DelPANAS_15","DelPANAS_16","DelPANAS_17","DelPANAS_18","DelPANAS_19","DelPANAS_20","Post_PrePANAS_01","Post_PrePANAS_02","Post_PrePANAS_03","Post_PrePANAS_04","Post_PrePANAS_05","Post_PrePANAS_06","Post_PrePANAS_07","Post_PrePANAS_08","Post_PrePANAS_09","Post_PrePANAS_10","Post_PrePANAS_11","Post_PrePANAS_12","Post_PrePANAS_13","Post_PrePANAS_14","Post_PrePANAS_15","Post_PrePANAS_16","Post_PrePANAS_17","Post_PrePANAS_18","Post_PrePANAS_19","Post_PrePANAS_20","Del_PostPANAS_01","Del_PostPANAS_02","Del_PostPANAS_03","Del_PostPANAS_04","Del_PostPANAS_05","Del_PostPANAS_06","Del_PostPANAS_07","Del_PostPANAS_08","Del_PostPANAS_09","Del_PostPANAS_10","Del_PostPANAS_11","Del_PostPANAS_12","Del_PostPANAS_13","Del_PostPANAS_14","Del_PostPANAS_15","Del_PostPANAS_16","Del_PostPANAS_17","Del_PostPANAS_18","Del_PostPANAS_19","Del_PostPANAS_20","PreMacro_01","PreMacro_02","PreMacro_03","PreMacro_04","PreMacro_05","PreMacro_06","PreMacro_07","PostMacro_01","PostMacro_02","PostMacro_03","PostMacro_04","PostMacro_05","PostMacro_06","PostMacro_07","DelMacro_01","DelMacro_02","DelMacro_03","DelMacro_04","DelMacro_05","DelMacro_06","DelMacro_07","Post_PreMacro_01","Post_PreMacro_02","Post_PreMacro_03","Post_PreMacro_04","Post_PreMacro_05","Post_PreMacro_06","Post_PreMacro_07","Del_PostMacro_01","Del_PostMacro_02","Del_PostMacro_03","Del_PostMacro_04","Del_PostMacro_05","Del_PostMacro_06","Del_PostMacro_07","PreMicro_01","PreMicro_02","PreMicro_03","PreMicro_04","PreMicro_05","PreMicro_06","PreMicro_07","PreMicro_08","PreMicro_09","PreMicro_10","PostMicro_01","PostMicro_02","PostMicro_03","PostMicro_04","PostMicro_05","PostMicro_06","PostMicro_07","PostMicro_08","PostMicro_09","PostMicro_10","DelMicro_01","DelMicro_02","DelMicro_03","DelMicro_04","DelMicro_05","DelMicro_06","DelMicro_07","DelMicro_08","DelMicro_09","DelMicro_10","Post_PreMicro_01","Post_PreMicro_02","Post_PreMicro_03","Post_PreMicro_04","Post_PreMicro_05","Post_PreMicro_06","Post_PreMicro_07","Post_PreMicro_08","Post_PreMicro_09","Post_PreMicro_10","Del_PostMicro_01","Del_PostMicro_02","Del_PostMicro_03","Del_PostMicro_04","Del_PostMicro_05","Del_PostMicro_06","Del_PostMicro_07","Del_PostMicro_08","Del_PostMicro_09","Del_PostMicro_10","PreMacro_time","PostMacro_time","DelMacro_time","PreMicro_time","PostMicro_time","DelMicro_time"
484,"C","female",1,3,"N","V",3,33,23,10,58,15,17,NA,NA,NA,25,-8,7,NA,NA,NA,6,5,NA,-1,NA,44,23,21,42,25,17,NA,NA,NA,-2,2,-4,NA,NA,NA,-0.233875023204099,0.0270507651577752,NA,0.260925788361874,NA,4,1,1,1,2,1,1,1,2,1,1,1,1,1,1,4,4,1,3,1,2,2,1,2,1,1,1,1,1,1,3,1,2,1,2,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,0,1,-1,0,0,0,-1,0,2,0,1,0,1,-2,-1,0,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,1,2,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4,5,4,3,4,6,2,5,5,5,3,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,0,0,0,-1,-1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1:06","0:20","0:40","2:10","0:53","1:11"
487,"C","female",1,0,"N","S",2,45,24,21,69,28,19,71,29,18,24,4,-2,2,1,-1,-7,-7,-14,0,-7,20,9,11,21,10,11,20,10,10,1,1,0,-1,0,-1,-0.296547836718754,0.0777458086304615,-0.487209630557992,0.374293645349215,-0.564955439188454,2,2,2,4,2,2,2,1,2,3,2,3,3,2,1,4,2,1,2,3,3,2,3,3,3,1,1,1,3,3,2,2,2,3,2,4,2,1,2,4,3,2,3,2,3,2,1,1,3,3,1,2,2,3,2,3,3,2,3,3,1,0,1,-1,1,-1,-1,0,1,0,0,-1,-1,1,1,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2,2,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,"1:20","0:20","0:35","2:15","1:39","2:30"
490,"C","female",1,0,"N","V",3,53,35,18,64,27,23,NA,NA,NA,11,-8,5,NA,NA,NA,-1,-3,NA,-2,NA,30,19,11,26,15,11,NA,NA,NA,-4,-4,0,NA,NA,NA,-0.265036572285569,0.00477265591274728,NA,0.269809228198317,NA,4,1,3,4,3,2,1,2,2,4,1,3,1,5,1,4,3,1,4,4,4,4,3,2,2,2,2,1,3,2,1,1,4,3,2,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,-2,-1,0,1,-1,1,-2,0,-2,3,-2,1,-1,0,2,-1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,0,0,-1,-1,1,1,-1,0,-2,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,-2,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,1,6,2,6,5,2,1,1,1,2,1,6,2,5,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,0,0,0,-1,-1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1:15","0:20",NA,"1:25","0:48",NA
493,"C","female",1,0,"N","S",2,48,35,13,64.2222222222222,22.2222222222222,18,71,31,20,16.2222222222222,-12.7777777777778,5,6.77777777777777,8.77777777777778,2,-3.5,-4,1,-0.5,5,32.2222222222222,17.5,15,33,17,16,36,22,14,0.777777777777779,-0.5,1,3,5,-2,-0.22628384310293,-0.0164956446832244,-0.696095159821559,0.209788198419706,-0.679599515138335,4,1,3,2,4,1,1,1,4,4,1,1,2,4,2,4,3,1,4,1,2,2,1,1,3,2,1,1,2,NA,2,1,2,3,3,3,2,2,3,2,4,3,2,3,4,4,2,1,3,3,2,1,1,4,1,4,3,1,3,2,-2,1,-2,-1,-1,1,0,0,-2,NA,1,0,0,-1,1,-1,-1,1,-1,1,2,1,1,2,1,2,1,0,1,NA,0,0,-1,1,-2,1,1,-1,0,0,-1,0,-1,0,NA,-1,0,0,-1,-1,0,-1,-1,0,0,-1,0,1,-1,0,2,1,-1,0,0,NA,0,0,0,0,1,1,0,1,2,NA,2,3,6,5,2,3,4,2,2,4,2,4,4,5,2,6,2,2,2,4,3,4,5,5,2,2,5,2,4,NA,0,1,-2,0,0,3,-2,0,0,0,1,0,1,0,0,-4,3,0,2,"1:16","0:39","1:00","1:45","1:15","1:30"
496,"C","female",1,0,"N","S",2,34,13,21,65,20,15,NA,NA,NA,31,7,-6,NA,NA,NA,-3,-4,NA,-1,NA,37,19,18,38,20,18,NA,NA,NA,1,1,0,NA,NA,NA,0.563476230711794,-0.0958807625081305,NA,-0.659356993219924,NA,1,3,1,2,1,2,1,4,1,3,4,1,2,1,1,1,2,1,1,1,3,2,1,1,1,1,1,2,2,2,2,1,3,3,1,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,0,-1,0,-1,0,-2,1,-1,-2,0,1,2,0,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-1,-1,-2,2,1,-1,-1,-1,-1,-2,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-1,NA,NA,NA,NA,NA,NA,NA,5,3,4,3,6,4,5,2,3,2,6,3,5,4,5,3,5,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,-1,-1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0:52","0:18",NA,"1:34","0:55",NA
499,"C","female",1,0,"N","S",2,46,26,20,62,14,12,58,12,14,16,-12,-8,-4,-2,2,-3,-2,-7,1,-5,30,17,13,30,13,17,20,13,7,0,-4,4,-10,0,-10,-0.223170960266098,-0.080387663348451,-0.420135337640253,0.142783296917647,-0.339747674291802,4,2,1,3,2,2,2,2,4,2,1,2,2,2,3,4,3,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,-2,0,1,-2,0,-1,-1,-1,-3,-1,1,-1,-1,-1,-2,-3,-1,0,-1,-1,1,0,-1,2,-1,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1,-2,-1,0,0,1,0,0,0,0,0,-1,-1,0,-1,-2,0,0,3,1,4,4,5,1,3,2,4,3,1,2,4,5,4,2,2,2,6,2,2,1,3,3,4,1,1,3,1,1,-2,1,0,1,-1,1,-1,0,2,-1,1,-1,-1,-2,0,-1,-1,1,-5,-1,"0:55","0:35","0:45","1:40","1:24","1:32"
502,"C","female",1,0,"N","S",2,42,24,18,60,19,19,58,19,21,18,-5,1,-2,0,2,9,7,6,-2,-1,39,21,18,45,26,19,46,24,22,6,5,1,1,-2,3,-0.39957905374817,-0.467964575212491,-0.626885002831275,-0.0683855214643214,-0.158920427618784,2,4,1,1,3,1,2,3,2,2,1,3,1,2,2,3,3,1,3,2,1,4,1,1,1,1,2,2,1,3,3,3,1,2,3,1,4,1,2,1,1,1,2,4,2,1,1,1,2,3,1,2,1,2,4,2,2,3,1,4,-1,0,0,0,-2,0,0,-1,-1,1,2,0,0,0,1,-2,1,0,-1,-1,0,-3,1,3,1,0,-1,-1,1,0,-2,-1,0,0,1,1,-2,2,-1,3,0,1,2,2,1,1,2,0,1,2,1,0,1,2,0,1,1,1,0,1,2,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,4,3,6,6,5,2,3,2,4,4,6,3,5,6,6,3,3,5,4,4,5,4,5,7,5,4,3,5,4,4,2,0,-1,0,1,1,0,3,0,0,-1,1,0,1,-1,1,0,0,0,0,"1:11","0:25","0:42","1:37","0:48","1:14"
505,"E","female",1,0,"N","S",2,50,39,11,70,25,15,65,16,11,20,-14,4,-5,-9,-4,-1,0,-2,1,-2,32,20,12,33,19,14,34,21,13,1,-1,2,1,2,-1,-0.425257520994734,-0.108965972320263,0.107644963987835,0.316291548674471,0.216610936308098,4,1,4,1,5,1,2,1,4,5,1,3,1,3,1,4,3,1,4,1,3,3,2,3,3,1,1,1,2,3,2,2,1,2,1,3,2,1,3,1,2,1,2,1,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,-1,2,-2,2,-2,0,-1,0,-2,-2,1,-1,0,-1,0,-1,-1,0,-1,0,-1,-2,0,-2,0,0,0,0,0,-1,0,-1,0,-1,0,-2,-1,0,-2,0,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,5,1,5,3,6,5,2,2,1,2,5,2,5,3,5,5,2,2,2,2,5,1,5,3,5,5,2,3,2,3,0,1,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,1,"0:57","0:30","0:42","1:25","0:50","1:07"
508,"E","female",1,0,"A","V",3,54,37,17,88,41,13,68,25,17,34,4,-4,-20,-16,4,5,-4,-4,-9,0,28,18,10,28,19,9,28,16,12,0,1,-1,0,-3,3,-0.137031511606609,0.0171589665183191,-0.50623181778846,0.154190478124928,-0.52339078430678,3,2,2,3,3,2,1,1,4,3,4,5,1,4,1,4,5,1,4,1,4,1,4,2,4,1,1,1,4,2,2,5,1,5,1,4,5,2,4,1,2,2,2,3,2,1,1,1,3,2,3,2,1,3,2,4,3,2,2,1,1,-1,2,-1,1,-1,0,0,0,-1,-2,0,0,1,0,0,0,1,0,0,-2,1,-2,1,-2,0,0,0,-1,0,1,-3,0,-2,1,0,-2,0,-2,0,1,1,0,1,1,-1,2,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-2,-1,-1,-2,0,-3,-2,0,0,-1,1,0,2,4,2,5,3,6,1,1,1,3,2,5,2,5,3,5,1,1,1,2,3,3,2,3,4,5,2,2,2,2,3,1,0,0,0,-1,0,0,0,-1,1,-2,0,-2,1,0,1,1,1,0,0,"0:54","0:36","1:05","1:30","1:05","1:23"
511,"E","female",1,5,"N","V",3,31,21,10,66,18,12,NA,NA,NA,35,-3,2,NA,NA,NA,-11,-12,NA,-1,NA,12,6,6,18,7,11,NA,NA,NA,6,1,5,NA,NA,NA,-0.675662144235602,0.129909350015885,NA,0.805571494251486,NA,2,1,1,1,2,1,1,1,3,2,1,2,1,2,1,3,2,1,2,1,3,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-1,NA,NA,NA,NA,NA,NA,NA,0,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1:05","0:20","0:35","1:21","0:40","1:09"
514,"E","female",1,0,"A","S",2,55,39,16,85,38,13,85,38,13,30,-1,-3,0,0,0,5,-3,-1,-8,2,43,18,25,21,13,8,23,9,14,-22,-5,-17,2,-4,6,-0.781123244477427,-0.526091583359722,-0.633405408111188,0.255031661117705,-0.107313824751466,5,1,3,1,3,1,1,2,4,4,1,3,4,5,3,5,4,1,3,1,5,2,4,3,4,1,1,1,5,3,1,3,1,5,1,4,2,1,3,1,5,1,3,1,4,1,1,2,3,5,1,2,3,3,1,5,4,1,4,1,0,1,1,2,1,0,0,-1,1,-1,0,0,-3,0,-2,-1,-2,0,0,0,0,-1,-1,-2,0,0,0,1,-2,2,0,-1,2,-2,0,1,2,0,1,0,1,1,0,1,0,0,2,0,1,-1,-1,-1,-2,1,-1,-1,1,-1,-1,0,2,-1,0,-1,-2,-1,-2,-1,-1,-2,2,0,0,2,1,5,3,3,6,6,3,6,1,7,3,5,1,2,2,3,1,2,1,2,2,3,2,2,3,2,1,7,1,1,1,0,-2,-1,-4,-3,-2,-4,0,-5,-1,-2,1,0,1,-1,0,5,0,-1,-1,"2:15","0:50","1:11","1:45","1:22","1:42"
517,"E","female",1,0,"N","S",2,54,35,19,72,31,19,63,22,19,18,-4,0,-9,-9,0,10,3,0,-7,-3,38,22,16,33,18,15,32,19,13,-5,-4,-1,-1,1,-2,-0.046496922259424,0.0114786990388856,-0.0942752472586651,0.0579756212983096,-0.105753946297551,4,1,3,1,3,1,1,1,4,4,1,3,5,3,4,4,4,2,3,2,4,2,3,2,3,2,2,1,3,3,1,4,5,3,2,2,3,1,3,1,3,1,2,2,2,1,1,1,2,2,4,2,4,2,2,3,2,1,2,2,0,1,0,1,0,1,1,0,-1,-1,0,1,0,0,-2,-2,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,3,-2,-1,-1,0,1,-1,0,-1,1,1,1,0,2,2,2,2,1,1,0,0,-1,1,1,1,-1,-1,1,-1,0,1,0,0,0,-2,-3,-1,-1,0,-2,-1,1,0,-1,0,6,4,3,6,6,1,2,4,3,3,5,2,2,6,5,2,2,3,3,3,3,2,4,5,6,2,2,3,2,3,-1,-2,-1,0,-1,1,0,-1,0,0,-2,0,2,-1,1,0,0,0,-1,0,"1:40","0:48","1:00","1:56","1:30","1:42"
520,"E","female",1,0,"N","V",3,42,30,12,80,34,14,69,28,19,38,4,2,-11,-6,5,-2,-5,-5,-3,0,26,16,10,22,13,9,21,11,10,-4,-3,-1,-1,-2,1,-0.394947121662991,-0.353710165490944,0.0410217529988936,0.041236956172047,0.394731918489838,3,3,1,1,4,1,1,1,2,3,1,1,1,5,1,3,4,1,4,1,4,2,3,4,4,1,1,1,4,3,1,1,1,4,1,2,4,1,5,1,3,2,2,3,4,1,1,1,3,2,1,1,2,4,3,2,3,2,4,3,1,-1,2,3,0,0,0,0,2,0,0,0,0,-1,0,-1,0,0,1,0,-1,0,-1,-1,0,0,0,0,-1,-1,0,0,1,0,2,0,-1,1,-1,2,0,-1,-1,0,0,-1,1,0,-1,-1,-1,0,-2,0,-1,-1,0,0,-1,-2,0,0,0,0,-1,0,-1,-1,-1,0,1,1,-1,0,0,3,1,3,4,5,2,2,2,1,3,3,1,3,3,3,2,2,2,1,2,2,2,3,3,3,2,2,1,1,2,0,0,0,-1,-2,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,0,0,"1:58","0:49","0:42","1:50","1:35","1:23"
523,"E","female",1,0,"N","Z",1,42,30,12,73,27,14,78,28,10,31,-3,2,5,1,-4,-2,-4,0,-2,4,34,17,17,32,18,14,33,18,15,-2,1,-3,1,0,1,-0.338401470884327,-0.550479016577159,-0.635051518807932,-0.212077545692832,-0.0845725022307724,4,1,3,1,3,1,1,1,3,1,1,3,1,2,2,4,3,2,4,1,4,3,3,3,2,1,1,1,3,2,1,2,1,2,1,2,3,1,4,1,4,1,3,1,3,1,1,1,3,2,1,3,1,1,1,3,3,1,3,1,0,2,0,2,-1,0,0,0,0,1,0,-1,0,0,-1,-2,0,-1,0,0,0,-2,0,-2,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,-1,0,0,-2,-1,0,2,-1,0,0,-2,-1,-1,1,1,0,0,-1,-1,-1,2,0,0,0,0,0,-1,-1,2,0,0,1,0,0,1,4,3,3,3,6,6,2,2,3,2,4,2,4,3,5,5,2,3,2,2,4,2,4,3,5,3,5,3,2,2,0,-1,1,0,-1,-1,0,1,-1,0,0,0,0,0,0,-2,3,0,0,0,"2:15","0:50","0:47","2:23","1:35","1:45"
526,"E","female",1,0,"A","V",3,45,30,15,69,27,18,59,11,12,24,-3,3,-10,-16,-6,-2.33333333333333,-4,-3,-1.66666666666667,1,26,17,9,23,16,7,30,16,14,-3,-1,-2,7,0,7,0.0303738879257695,-0.163769444571925,-0.170656402645104,-0.194143332497695,-0.00688695807317863,4,2,1,1,3,1,1,1,4,3,2,2,2,3,2,4,3,2,3,1,3,2,1,2,3,2,2,1,3,2,2,1,1,4,1,3,4,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,-1,0,0,1,0,1,1,0,-1,-1,0,-1,-1,1,-1,-1,1,0,0,2,-2,-1,0,-1,-2,-1,-1,0,-2,-1,-1,1,2,-3,0,-2,-3,-1,-2,-2,0,-2,NA,0,-1,-1,2,1,-1,-1,-2,-1,-1,1,0,-1,-1,-1,0,-1,1,1,1,NA,-2,0,0,-1,-1,0,0,1,1,0,0,1,2,5,3,6,2,1,3,1,2,2,1,5,1,4,3,1,4,1,1,4,3,4,2,4,3,3,2,3,2,1,-1,0,-2,-2,1,0,1,0,-1,2,2,-1,1,0,0,2,-2,2,1,"1:50","1:20","1:29","1:54","2:00","1:55"
529,"E","female",1,0,"N","S",2,50,36,14,72,26,14,56,19,23,22,-10,0,-16,-7,9,6,6,3,0,-3,49,24,25,41,20,21,43,22,21,-8,-4,-4,2,2,0,0.0285190886819955,-0.282223826229935,-0.262135406296469,-0.310742914911931,0.0200884199334656,5,2,3,1,4,2,1,1,5,2,2,2,1,3,2,4,4,1,4,1,5,1,3,2,4,2,1,1,3,1,2,2,1,1,1,2,1,1,4,2,2,4,3,3,2,3,1,1,2,1,5,2,1,1,1,3,1,3,2,1,0,-1,0,1,0,0,0,0,-2,-1,0,0,0,-2,-1,-2,-3,0,0,1,-3,3,0,1,-2,1,0,0,-1,0,3,0,0,0,0,1,0,2,-2,-1,2,1,0,0,0,1,2,2,1,0,0,0,1,2,2,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-2,7,7,4,4,6,6,7,3,1,4,4,6,4,4,4,4,3,3,4,5,5,3,3,6,5,5,5,5,2,4,-3,-1,0,0,-2,-2,-4,0,3,1,1,-3,-1,2,1,1,2,2,-2,-1,"1:50","0:40","0:53","2:10","2:00","1:27"
532,"E","female",1,0,"N","S",2,36,26,10,65,16,11,69,19,10,29,-10,1,4,3,-1,-3,-9,-9,-6,0,30,16,14,27,14,13,20,9,11,-3,-2,-1,-7,-5,-2,0.0405909140992498,0.215231529694231,0.206899429652067,0.174640615594981,-0.00833210004216406,4,1,1,1,3,1,1,1,3,1,1,1,1,3,1,4,3,1,3,1,3,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,3,1,2,3,1,2,1,-1,1,0,0,-1,0,0,0,-1,0,0,0,0,-2,0,-3,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,-1,0,-1,0,0,-1,0,-1,-1,-2,-1,-2,-1,-1,-1,-1,-2,-1,-1,-2,-1,0,-1,-1,-1,-2,0,-1,0,0,0,0,1,-1,0,3,4,2,3,4,3,2,3,2,4,3,2,2,4,3,2,2,3,3,3,2,2,2,4,2,1,2,2,2,1,0,-2,0,1,-1,-1,0,0,1,-1,-1,0,0,0,-1,-1,0,-1,-1,-2,"1:45","0:52","0:35","2:31","2:05","1:20"
535,"E","male",0,0,"N","Z",1,44,30,14,79,30,11,74,25,11,35,0,-3,-5,-5,0,0,-2,-2,-2,0,33,21,12,26,12,14,31,17,14,-7,-9,2,5,5,0,-0.392953640312122,-0.150942267625696,-0.0767689159979449,0.242011372686426,0.0741733516277506,4,1,3,1,3,1,1,1,3,3,1,1,3,3,3,3,4,1,3,1,4,1,3,1,3,1,1,1,4,3,1,1,2,1,1,3,4,1,4,1,3,1,1,1,3,1,1,1,3,3,1,1,2,2,1,3,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-2,-2,0,0,0,1,0,-1,0,-2,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,1,0,0,-1,1,-1,-1,1,0,-1,-1,1,-1,-1,0,0,-1,0,1,-1,0,0,0,-1,0,0,0,0,-1,0,0,1,0,3,1,3,5,6,2,2,6,2,3,2,2,2,6,3,2,2,3,2,2,3,2,3,6,6,2,2,3,2,2,-1,1,-1,1,-3,0,0,-3,0,-1,1,0,1,0,3,0,0,0,0,0,"1:21","0:50","0:55","2:10","1:15","1:30"
538,"E","female",1,0,"N","S",2,44,29,15,67,27,20,70,26,16,23,-2,5,3,-1,-4,-4,-3,-3,1,0,31,11,20,33,20,13,30,18,12,2,9,-7,-3,-2,-1,-0.260599451049601,-0.361066840574815,-0.478956973591795,-0.100467389525214,-0.11789013301698,4,1,2,1,3,1,2,1,3,3,2,2,2,2,2,3,4,1,3,2,4,2,3,3,2,2,1,1,2,3,2,3,2,2,3,2,3,2,3,2,2,1,2,1,3,2,1,1,2,2,2,3,3,2,2,3,4,1,3,2,0,1,1,2,-1,1,-1,0,-1,0,0,1,0,0,1,-1,-1,1,0,0,-2,-1,-1,-2,1,0,0,0,0,-1,0,0,1,0,-1,1,1,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,1,0,0,-1,-1,1,1,1,0,0,1,0,-1,0,0,2,4,3,4,2,4,4,2,4,2,3,3,5,3,5,3,2,3,2,4,3,3,4,3,5,2,2,3,2,3,1,-1,2,-1,3,-1,-2,1,-2,2,0,0,-1,0,0,-1,0,0,0,-1,"0:55","0:40","0:36","1:20","1:10","1:12"
541,"E","male",0,0,"N","S",2,51,39,12,69,35,26,80,37,17,18,-4,14,11,2,-9,-12,-11,-10,1,1,21,11,10,19,10,9,20,10,10,-2,-1,-1,1,0,1,-0.0911191167804651,0.496354033465143,-0.0928231116375704,0.587473150245608,-0.589177145102713,4,1,3,1,4,1,1,1,5,4,1,2,3,4,1,4,5,1,4,1,3,3,4,3,2,3,4,1,3,1,2,4,3,4,2,5,5,2,4,3,4,1,2,1,3,2,1,1,4,3,2,4,5,4,1,4,5,2,4,1,-1,2,1,2,-2,2,3,0,-2,-3,1,2,0,0,1,1,0,1,0,2,1,-2,-2,-2,1,-1,-3,0,1,2,0,0,2,0,-1,-1,0,0,0,-2,-2,-2,-1,-2,-2,-2,-1,-2,-1,-2,-2,-2,-1,-1,-2,-2,-1,-2,-1,-2,0,0,1,-1,0,0,1,0,0,-1,1,0,1,-1,1,2,3,2,2,2,2,1,2,2,3,2,2,2,2,3,3,1,2,1,1,2,2,3,3,2,2,2,2,1,1,0,-1,0,0,1,1,0,0,-1,-2,0,0,1,1,-1,-1,1,0,0,0,"1:25","0:48","1:03","1:56","1:30","1:33"
